"Term","count.2013","pct.2013","count.2017","pct.2017","diff","pct.growth.rate"
"lgv c class driver",1,0.000322268772155978,26,0.00530179445350734,0.00497952568135136,15.4514681892333
"lgv hgv class driver",3,0.000966806316467934,45,0.00917618270799347,0.00820937639152554,8.49123164763458
"driver class",1,0.000322268772155978,11,0.00224306688417618,0.0019207981120202,5.96023654159869
"clerk freight",1,0.000322268772155978,9,0.0018352365415987,0.00151296776944272,4.69473898858075
"lgv ce class",1,0.000322268772155978,9,0.0018352365415987,0.00151296776944272,4.69473898858075
"night manager",1,0.000322268772155978,9,0.0018352365415987,0.00151296776944272,4.69473898858075
"part warehouse operative",2,0.000644537544311956,17,0.00346655791190865,0.00282202036759669,4.37836460032626
"hgv technician",5,0.00161134386077989,41,0.0083605220228385,0.00674917816205861,4.18853996737357
"hgv class ce",1,0.000322268772155978,8,0.00163132137030995,0.00130905259815397,4.06199021207178
"freight",4,0.00128907508862391,30,0.00611745513866232,0.0048283800500384,3.74561582381729
"assistant manager",2,0.000644537544311956,14,0.00285481239804241,0.00221027485373046,3.42924143556281
"freight operator",1,0.000322268772155978,7,0.00142740619902121,0.00110513742686523,3.42924143556281
"service assistant",1,0.000322268772155978,7,0.00142740619902121,0.00110513742686523,3.42924143556281
"class c hgv driver",1,0.000322268772155978,6,0.00122349102773246,0.000901222255576485,2.79649265905383
"class lgv driver",1,0.000322268772155978,6,0.00122349102773246,0.000901222255576485,2.79649265905383
"service technician",1,0.000322268772155978,6,0.00122349102773246,0.000901222255576485,2.79649265905383
"forklift",4,0.00128907508862391,22,0.00448613376835237,0.00319705867972845,2.48011827079935
"warehouse shift manager",3,0.000966806316467934,16,0.0032626427406199,0.00229583642415197,2.37466014138119
"executive freight",1,0.000322268772155978,5,0.00101957585644372,0.000697307084287741,2.16374388254486
"operator freight",1,0.000322268772155978,5,0.00101957585644372,0.000697307084287741,2.16374388254486
"warehouse",32,0.0103126007089913,158,0.0322185970636215,0.0219059963546302,2.12419708401305
"transport planner",12,0.00386722526587174,52,0.0106035889070147,0.00673636364114295,1.74191136487221
"vehicle",6,0.00193361263293587,26,0.00530179445350734,0.00336818182057147,1.74191136487221
"transport",7,0.00225588140509185,29,0.00591353996737357,0.00365765856228173,1.62138778839431
"logistics administrator",4,0.00128907508862391,16,0.0032626427406199,0.00197356765199599,1.53099510603589
"freight manager",2,0.000644537544311956,8,0.00163132137030995,0.000986783825997995,1.53099510603589
"service manager",2,0.000644537544311956,8,0.00163132137030995,0.000986783825997995,1.53099510603589
"class hgv c driver",1,0.000322268772155978,4,0.000815660685154976,0.000493391912998998,1.53099510603589
"driver warehouse operative",1,0.000322268772155978,4,0.000815660685154976,0.000493391912998998,1.53099510603589
"hgv c driver",1,0.000322268772155978,4,0.000815660685154976,0.000493391912998998,1.53099510603589
"hgv ce class",1,0.000322268772155978,4,0.000815660685154976,0.000493391912998998,1.53099510603589
"transport administrator",3,0.000966806316467934,12,0.00244698205546493,0.00148017573899699,1.53099510603589
"hgv class ce driver",3,0.000966806316467934,11,0.00224306688417618,0.00127626056770825,1.32007884719956
"freight clerk",4,0.00128907508862391,14,0.00285481239804241,0.0015657373094185,1.2146207177814
"hgv driver class",2,0.000644537544311956,7,0.00142740619902121,0.000782868654709251,1.2146207177814
"hgv class",21,0.00676764421527554,72,0.0146818923327896,0.00791424811751402,1.16942437660219
"clerk",15,0.00483403158233967,50,0.0101957585644372,0.00536172698209752,1.10916258836324
"manager freight",3,0.000966806316467934,10,0.00203915171288744,0.0010723453964195,1.10916258836324
"multi van driver",3,0.000966806316467934,10,0.00203915171288744,0.0010723453964195,1.10916258836324
"warehouse administrator",3,0.000966806316467934,10,0.00203915171288744,0.0010723453964195,1.10916258836324
"delivery driver",20,0.00644537544311956,63,0.0128466557911909,0.0064012803480713,0.993158646003263
"van",9,0.0029004189494038,27,0.00550570962479608,0.00260529067539228,0.898246329526917
"warehouse assistant",6,0.00193361263293587,18,0.00367047308319739,0.00173686045026152,0.898246329526917
"class day night",1,0.000322268772155978,3,0.000611745513866232,0.000289476741710253,0.898246329526917
"flt operative",1,0.000322268772155978,3,0.000611745513866232,0.000289476741710253,0.898246329526917
"motor vehicle technician",1,0.000322268772155978,3,0.000611745513866232,0.000289476741710253,0.898246329526917
"project manager transport",1,0.000322268772155978,3,0.000611745513866232,0.000289476741710253,0.898246329526917
"senior logistics",1,0.000322268772155978,3,0.000611745513866232,0.000289476741710253,0.898246329526917
"service delivery driver",1,0.000322268772155978,3,0.000611745513866232,0.000289476741710253,0.898246329526917
"shift supervisor",1,0.000322268772155978,3,0.000611745513866232,0.000289476741710253,0.898246329526917
"supply administrator",1,0.000322268772155978,3,0.000611745513866232,0.000289476741710253,0.898246329526917
"transport warehouse manager",1,0.000322268772155978,3,0.000611745513866232,0.000289476741710253,0.898246329526917
"vehicle driver",1,0.000322268772155978,3,0.000611745513866232,0.000289476741710253,0.898246329526917
"van driver",31,0.00999033193683532,92,0.0187601957585644,0.00876986382172912,0.877835078671789
"vehicle technician",16,0.00515630035449565,47,0.00958401305057096,0.00442771269607531,0.858699530995106
"warehouse operative",80,0.0257815017724782,230,0.0469004893964111,0.0211189876239328,0.819152732463295
"flt",10,0.00322268772155978,27,0.00550570962479608,0.0022830219032363,0.708421696574225
"supply assistant",2,0.000644537544311956,5,0.00101957585644372,0.000375038312131763,0.58187194127243
"tonne delivery driver",2,0.000644537544311956,5,0.00101957585644372,0.000375038312131763,0.58187194127243
"operator",14,0.00451176281018369,33,0.00672920065252855,0.00221743784234485,0.491479258914006
"operative",32,0.0103126007089913,75,0.0152936378466558,0.00498103713766449,0.483004944942904
"lgv class",6,0.00193361263293587,14,0.00285481239804241,0.000921199765106546,0.476413811854269
"tonne driver",30,0.00966806316467934,68,0.0138662316476346,0.00419816848295524,0.434230560087004
"hgv ce driver",4,0.00128907508862391,9,0.0018352365415987,0.000546161452974783,0.423684747145188
"supply coordinator",4,0.00128907508862391,9,0.0018352365415987,0.000546161452974783,0.423684747145188
"warehouse manager",26,0.00837898807605543,58,0.0118270799347471,0.00344809185869172,0.411516501443092
"technician",37,0.0119239445697712,82,0.016721044045677,0.00479709947590581,0.402308099290155
"logistics",10,0.00322268772155978,22,0.00448613376835237,0.00126344604679258,0.392047308319739
"service",18,0.00580083789880761,39,0.00795269168026101,0.00215185378145341,0.370955682436107
"hgv class driver",50,0.0161134386077989,106,0.0216150081566069,0.00550156954880794,0.341427406199021
"transport shift manager",5,0.00161134386077989,10,0.00203915171288744,0.000427807852107548,0.265497553017944
"c class driver",2,0.000644537544311956,4,0.000815660685154976,0.000171123140843019,0.265497553017944
"part",2,0.000644537544311956,4,0.000815660685154976,0.000171123140843019,0.265497553017944
"trade",2,0.000644537544311956,4,0.000815660685154976,0.000171123140843019,0.265497553017944
"warehouse operative driver",2,0.000644537544311956,4,0.000815660685154976,0.000171123140843019,0.265497553017944
"c tonne driver",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"ce class driver",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"class delivery",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"class lgv c driver",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"class multi driver",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"controller hgv",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"forklift operative",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"hgv multi driver",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"logistics operative",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"manager transport",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"part driver",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"planner supply",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"senior transport",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"service engineer",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"supply executive",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"transport assistant",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"van delivery driver",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"van driver warehouse",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"vehicle engineer",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"warehouse coordinator",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"warehouse operative forklift driver",1,0.000322268772155978,2,0.000407830342577488,8.55615704215097e-05,0.265497553017944
"hgv driver",60,0.0193361263293587,115,0.0234502446982055,0.00411411836884686,0.212768488308864
"warehouse supervisor",17,0.00547856912665163,31,0.00632137030995106,0.000842801183299433,0.153836004222243
"forklift driver",29,0.00934579439252336,51,0.0103996737357259,0.00105387934320257,0.112765089722675
"tonne",18,0.00580083789880761,31,0.00632137030995106,0.000520532411143455,0.0897340039876745
"logistics assistant",3,0.000966806316467934,5,0.00101957585644372,5.2769539975785e-05,0.0545812941816203
"transport clerk",5,0.00161134386077989,8,0.00163132137030995,1.99775095300607e-05,0.0123980424143557
"hgv",66,0.0212697389622946,102,0.0207993474714519,-0.000470391490842676,-0.0221155272134064
"class driver",115,0.0370609087979375,177,0.0360929853181077,-0.00096792347982981,-0.0261171005035818
"assistant",32,0.0103126007089913,49,0.00999184339314845,-0.00032075731584285,-0.0311034359706363
"delivery driver warehouse",2,0.000644537544311956,3,0.000611745513866232,-3.27920304457246e-05,-0.0508768352365418
"driver technician",2,0.000644537544311956,3,0.000611745513866232,-3.27920304457246e-05,-0.0508768352365418
"transport operator",2,0.000644537544311956,3,0.000611745513866232,-3.27920304457246e-05,-0.0508768352365418
"transport manager",30,0.00966806316467934,44,0.00897226753670473,-0.000695795627974612,-0.0719684611201741
"class",59,0.0190138575572027,84,0.0171288743882545,-0.00188498316894822,-0.0991373351397682
"coordinator",25,0.00805671930389945,35,0.00713703099510604,-0.000919688308793417,-0.114151712887439
"ce",3,0.000966806316467934,4,0.000815660685154976,-0.000151145631312959,-0.156334964654704
"night",3,0.000966806316467934,4,0.000815660685154976,-0.000151145631312959,-0.156334964654704
"supply manager",19,0.00612310667096358,25,0.0050978792822186,-0.00102522738874499,-0.167435820382931
"driver",221,0.0712213986464712,288,0.0587275693311582,-0.0124938293153129,-0.175422408893285
"transport coordinator",7,0.00225588140509185,9,0.0018352365415987,-0.000420644863493152,-0.186465858774179
"lgv",11,0.00354495649371576,14,0.00285481239804241,-0.000690144095673344,-0.194683375352217
"class hgv",5,0.00161134386077989,6,0.00122349102773246,-0.000387852833047427,-0.240701468189233
"supply planner",10,0.00322268772155978,12,0.00244698205546493,-0.000775705666094854,-0.240701468189233
"class hgv driver",14,0.00451176281018369,16,0.0032626427406199,-0.00124912006956379,-0.276858541132603
"controller",41,0.0132130196583951,46,0.00938009787928222,-0.00383292177911288,-0.290086738550909
"flt driver",46,0.014824363519175,51,0.0103996737357259,-0.00442468978344905,-0.298474182566139
"shift manager",10,0.00322268772155978,11,0.00224306688417618,-0.000979620837383598,-0.303976345840131
"senior manager",13,0.00418949403802771,14,0.00285481239804241,-0.0013346816399853,-0.318578240682645
"supervisor",26,0.00837898807605543,28,0.00570962479608483,-0.0026693632799706,-0.318578240682645
"multi driver",16,0.00515630035449565,17,0.00346655791190865,-0.001689742442587,-0.327704424959217
"logistics manager",18,0.00580083789880761,19,0.00387438825448613,-0.00192644964432147,-0.332098513684974
"planner",37,0.0119239445697712,39,0.00795269168026101,-0.00397125288951018,-0.333048586922975
"administrator",38,0.0122462133419272,39,0.00795269168026101,-0.00429352166166616,-0.350599939898686
"transport supervisor",9,0.0029004189494038,9,0.0018352365415987,-0.00106518240780511,-0.367251223491028
"class driver forklift",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"class night",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"driver van",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"flt c",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"flt driver warehouse operative",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"forklift driver operative",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"hgv class delivery",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"hgv day",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"hgv lgv",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"hgv technician supervisor",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"logistics controller",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"logistics operator",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"logistics planner",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"manager controller",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"night shift",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"part assistant",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"project coordinator",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"senior controller",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"service supervisor",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"supply controller",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"tonne c driver",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"tonne driver c",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"tonne van",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"tonne van driver",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"transport driver",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"vehicle service",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"vehicle service technician",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"warehouse forklift operative",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"warehouse operative flt",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"warehouse technician",1,0.000322268772155978,1,0.000203915171288744,-0.000118353600867234,-0.367251223491028
"ce class",2,0.000644537544311956,2,0.000407830342577488,-0.000236707201734468,-0.367251223491028
"class class",2,0.000644537544311956,2,0.000407830342577488,-0.000236707201734468,-0.367251223491028
"class driver ce",2,0.000644537544311956,2,0.000407830342577488,-0.000236707201734468,-0.367251223491028
"delivery van driver",2,0.000644537544311956,2,0.000407830342577488,-0.000236707201734468,-0.367251223491028
"driver manager",2,0.000644537544311956,2,0.000407830342577488,-0.000236707201734468,-0.367251223491028
"engineer engineer",2,0.000644537544311956,2,0.000407830342577488,-0.000236707201734468,-0.367251223491028
"logistics supervisor",2,0.000644537544311956,2,0.000407830342577488,-0.000236707201734468,-0.367251223491028
"warehouse flt",2,0.000644537544311956,2,0.000407830342577488,-0.000236707201734468,-0.367251223491028
"class night driver",3,0.000966806316467934,3,0.000611745513866232,-0.000355060802601703,-0.367251223491028
"senior planner",3,0.000966806316467934,3,0.000611745513866232,-0.000355060802601703,-0.367251223491028
"senior transport planner",3,0.000966806316467934,3,0.000611745513866232,-0.000355060802601703,-0.367251223491028
"warehouse operator",3,0.000966806316467934,3,0.000611745513866232,-0.000355060802601703,-0.367251223491028
"day",5,0.00161134386077989,5,0.00101957585644372,-0.000591768004336171,-0.367251223491028
"hgv ce",6,0.00193361263293587,6,0.00122349102773246,-0.000710121605203405,-0.367251223491028
"supply",26,0.00837898807605543,25,0.0050978792822186,-0.00328110879383683,-0.391587714895219
