"Term","count.2013","pct.2013","count.2017","pct.2017","diff","pct.growth.rate"
"veterinary surgeon",2,9.87947046038332e-05,87,0.00413970308336506,0.00404090837876122,40.9020746098211
"nursery practitioner",1,4.93973523019166e-05,30,0.00142748382185002,0.0013780864695481,27.8979824895318
"nurse rgn rn",1,4.93973523019166e-05,29,0.00137990102778835,0.00133050367548644,26.9347164065474
"disability analyst",1,4.93973523019166e-05,19,0.000904073087171679,0.000854675734869762,17.3020555767035
"band radiographer",1,4.93973523019166e-05,18,0.000856490293110011,0.000807092940808095,16.3387894937191
"weekend",1,4.93973523019166e-05,15,0.00071374191092501,0.000664344558623093,13.4489912447659
"associate dentist",28,0.00138312586445367,407,0.0193661971830986,0.0179830713186449,13.0017605633803
"dental technician",1,4.93973523019166e-05,14,0.000666159116863342,0.000616761764561426,12.4857251617815
"band physiotherapist",6,0.0002963841138115,78,0.00371145793681005,0.00341507382299855,11.5224590787971
"band clinical",1,4.93973523019166e-05,13,0.000618576322801675,0.000569178970499758,11.5224590787971
"band community physiotherapist",1,4.93973523019166e-05,13,0.000618576322801675,0.000569178970499758,11.5224590787971
"surgery",1,4.93973523019166e-05,13,0.000618576322801675,0.000569178970499758,11.5224590787971
"healthcare assistant home care",2,9.87947046038332e-05,22,0.00104682146935668,0.000948026764752847,9.59592691282832
"salaried general practitioner",1,4.93973523019166e-05,11,0.00052341073467834,0.000474013382376424,9.59592691282832
"staff nurse hospital",1,4.93973523019166e-05,11,0.00052341073467834,0.000474013382376424,9.59592691282832
"band staff nurse",1,4.93973523019166e-05,10,0.000475827940616673,0.000426430588314756,8.63266082984393
"rmn rnld nurse",1,4.93973523019166e-05,10,0.000475827940616673,0.000426430588314756,8.63266082984393
"dental associate",4,0.000197589409207666,38,0.00180814617434336,0.00161055676513569,8.15102778835173
"care representative",1,4.93973523019166e-05,9,0.000428245146555006,0.000378847794253089,7.66939474685954
"full time",1,4.93973523019166e-05,9,0.000428245146555006,0.000378847794253089,7.66939474685954
"health healthcare assistant support worker",1,4.93973523019166e-05,9,0.000428245146555006,0.000378847794253089,7.66939474685954
"manager k",1,4.93973523019166e-05,9,0.000428245146555006,0.000378847794253089,7.66939474685954
"medical assistant",1,4.93973523019166e-05,9,0.000428245146555006,0.000378847794253089,7.66939474685954
"nurse deputy manager",1,4.93973523019166e-05,9,0.000428245146555006,0.000378847794253089,7.66939474685954
"staff nurse ward",1,4.93973523019166e-05,9,0.000428245146555006,0.000378847794253089,7.66939474685954
"veterinary nurse",5,0.000246986761509583,44,0.00209364293871336,0.00184665617720378,7.47674153026266
"senior physiotherapist",2,9.87947046038332e-05,17,0.000808907499048344,0.000710112794444511,7.18776170536734
"nursery nurse",12,0.000592768227622999,101,0.0048058622002284,0.0042130939726054,7.10748953178531
"band theatre anaesthetic practitioner",1,4.93973523019166e-05,8,0.000380662352493338,0.000331265000191422,6.70612866387514
"director clinical",1,4.93973523019166e-05,8,0.000380662352493338,0.000331265000191422,6.70612866387514
"rgn clinical lead",1,4.93973523019166e-05,8,0.000380662352493338,0.000331265000191422,6.70612866387514
"locum gp",12,0.000592768227622999,88,0.00418728587742672,0.00359451764980372,6.06395127521888
"health safety consultant",2,9.87947046038332e-05,14,0.000666159116863342,0.000567364412259509,5.74286258089075
"nurse mental health",2,9.87947046038332e-05,14,0.000666159116863342,0.000567364412259509,5.74286258089075
"band pharmacist",1,4.93973523019166e-05,7,0.000333079558431671,0.000283682206129754,5.74286258089075
"nurse ph",1,4.93973523019166e-05,7,0.000333079558431671,0.000283682206129754,5.74286258089075
"pharmacist",6,0.0002963841138115,38,0.00180814617434336,0.00151176206053186,5.10068519223449
"rgn rmn rnld nurse",2,9.87947046038332e-05,12,0.000570993528740008,0.000472198824136174,4.77959649790636
"band acute occupational therapist",1,4.93973523019166e-05,6,0.000285496764370004,0.000236099412068087,4.77959649790636
"clinical pharmacist",1,4.93973523019166e-05,6,0.000285496764370004,0.000236099412068087,4.77959649790636
"locum dental nurse",1,4.93973523019166e-05,6,0.000285496764370004,0.000236099412068087,4.77959649790636
"mental health support",1,4.93973523019166e-05,6,0.000285496764370004,0.000236099412068087,4.77959649790636
"nurse hospital",1,4.93973523019166e-05,6,0.000285496764370004,0.000236099412068087,4.77959649790636
"practice development nurse",1,4.93973523019166e-05,6,0.000285496764370004,0.000236099412068087,4.77959649790636
"rmn mental health",1,4.93973523019166e-05,6,0.000285496764370004,0.000236099412068087,4.77959649790636
"senior clinical manager",1,4.93973523019166e-05,6,0.000285496764370004,0.000236099412068087,4.77959649790636
"nurse home",3,0.00014819205690575,17,0.000808907499048344,0.000660715442142594,4.45850780357823
"therapist",13,0.000642165579924916,73,0.00347354396650171,0.0028313783865768,4.40910954291236
"assessment nurse",2,9.87947046038332e-05,11,0.00052341073467834,0.000424616030074507,4.29796345641416
"band practitioner",2,9.87947046038332e-05,11,0.00052341073467834,0.000424616030074507,4.29796345641416
"community worker",5,0.000246986761509583,27,0.00128473543966502,0.00103774867815543,4.20163684811572
"sho",3,0.00014819205690575,15,0.00071374191092501,0.00056554985401926,3.81633041492196
"bank",4,0.000197589409207666,20,0.000951655881233346,0.000754066472025679,3.81633041492196
"staff nurse band",4,0.000197589409207666,20,0.000951655881233346,0.000754066472025679,3.81633041492196
"band mental health nurse",2,9.87947046038332e-05,10,0.000475827940616673,0.00037703323601284,3.81633041492196
"consultant medicine",2,9.87947046038332e-05,10,0.000475827940616673,0.00037703323601284,3.81633041492196
"general radiographer",2,9.87947046038332e-05,10,0.000475827940616673,0.00037703323601284,3.81633041492196
"nurse rmn rnld",2,9.87947046038332e-05,10,0.000475827940616673,0.00037703323601284,3.81633041492196
"care support worker bank",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"disability",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"general nurse care",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"healthcare assistant mental health",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"healthcare assistant night",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"nursery deputy manager",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"nursery leader",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"open day",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"quality officer",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"regional manager medical",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"senior theatre practitioner scrub",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"therapy account specialist",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"unit manager rgn rmn rnld",1,4.93973523019166e-05,5,0.000237913970308336,0.00018851661800642,3.81633041492196
"band community nurse",5,0.000246986761509583,24,0.00114198705748002,0.000895000295970432,3.62367719832509
"band nurse",4,0.000197589409207666,18,0.000856490293110011,0.000658900883902345,3.33469737342977
"bank support worker",2,9.87947046038332e-05,9,0.000428245146555006,0.000329450441951173,3.33469737342977
"general medicine",2,9.87947046038332e-05,9,0.000428245146555006,0.000329450441951173,3.33469737342977
"optical practice manager",5,0.000246986761509583,22,0.00104682146935668,0.000799834707847097,3.23837076513133
"hospital specialist",4,0.000197589409207666,17,0.000808907499048344,0.000611318089840678,3.09388085268367
"dispenser",14,0.000691562932226833,58,0.0027598020555767,0.00206823912334987,2.99067377236391
"relief support worker",5,0.000246986761509583,20,0.000951655881233346,0.000704669119723763,2.85306433193757
"nursery assistant",4,0.000197589409207666,16,0.000761324704986677,0.00056373529577901,2.85306433193757
"assistant bank",2,9.87947046038332e-05,8,0.000380662352493338,0.000281867647889505,2.85306433193757
"manager service",2,9.87947046038332e-05,8,0.000380662352493338,0.000281867647889505,2.85306433193757
"pharmacy dispenser",2,9.87947046038332e-05,8,0.000380662352493338,0.000281867647889505,2.85306433193757
"advance nurse practitioner",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"band locum",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"band paediatric occupational therapist",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"clinical associate",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"clinical band",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"clinical manager elderly",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"consultant paediatric",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"consultant surgery",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"day nurse",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"e staff nurse",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"general nurse mental health nurse",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"head quality",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"lead gp",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"oncology nurse",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"regulatory officer",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"sho general medicine",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"social worker assessment team",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"st",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"staff nurse care home",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"support practitioner",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"team leader care",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"team leader senior healthcare assistant",1,4.93973523019166e-05,4,0.000190331176246669,0.000140933823944753,2.85306433193757
"nurse rgn rmn rnld",9,0.00044457617071725,35,0.00166539779215836,0.00122082162144111,2.74603476716153
"optical advisor",9,0.00044457617071725,35,0.00166539779215836,0.00122082162144111,2.74603476716153
"band speech therapist",4,0.000197589409207666,15,0.00071374191092501,0.000516152501717343,2.61224781119147
"domiciliary optometrist",6,0.0002963841138115,22,0.00104682146935668,0.000750437355545181,2.53197563760944
"gp locum",5,0.000246986761509583,18,0.000856490293110011,0.000609503531600428,2.46775789874381
"hospital",5,0.000246986761509583,18,0.000856490293110011,0.000609503531600428,2.46775789874381
"medicine",5,0.000246986761509583,18,0.000856490293110011,0.000609503531600428,2.46775789874381
"healthcare assistant support worker",10,0.000493973523019166,35,0.00166539779215836,0.00117142426913919,2.37143129044538
"health safety manager",4,0.000197589409207666,14,0.000666159116863342,0.000468569707655676,2.37143129044537
"general nurse rgn band",2,9.87947046038332e-05,7,0.000333079558431671,0.000234284853827838,2.37143129044537
"nurse opportunity",2,9.87947046038332e-05,7,0.000333079558431671,0.000234284853827838,2.37143129044537
"part time nurse",2,9.87947046038332e-05,7,0.000333079558431671,0.000234284853827838,2.37143129044537
"senior medical advisor",2,9.87947046038332e-05,7,0.000333079558431671,0.000234284853827838,2.37143129044537
"live carer",9,0.00044457617071725,31,0.00147506661591169,0.00103049044519444,2.31791650805735
"scientist",14,0.000691562932226833,48,0.00228397411496003,0.0015924111827332,2.3026265702322
"nurse assessor",3,0.00014819205690575,10,0.000475827940616673,0.000327635883710923,2.21088694328131
"territory manager care",3,0.00014819205690575,10,0.000475827940616673,0.000327635883710923,2.21088694328131
"salaried gp",38,0.00187709938747283,126,0.00599543205177008,0.00411833266429725,2.19398753831667
"community",7,0.000345781466113416,23,0.00109440426341835,0.000748622797304931,2.16501712980586
"account manager",25,0.00123493380754792,82,0.00390178911305672,0.0026668553055088,2.15951275218881
"account manager medical",4,0.000197589409207666,13,0.000618576322801675,0.000420986913594008,2.13061476969928
"emergency",4,0.000197589409207666,13,0.000618576322801675,0.000420986913594008,2.13061476969928
"specialist nurse",4,0.000197589409207666,13,0.000618576322801675,0.000420986913594008,2.13061476969928
"territory manager medical",4,0.000197589409207666,13,0.000618576322801675,0.000420986913594008,2.13061476969928
"care support worker",39,0.00192649673977475,124,0.00590026646364675,0.003973769723872,2.06269216128371
"associate",6,0.0002963841138115,19,0.000904073087171679,0.000607688973360179,2.05034259611724
"locum consultant",7,0.000345781466113416,22,0.00104682146935668,0.000701040003243264,2.02740768937952
"night healthcare assistant",11,0.000543370875321083,34,0.00161781499809669,0.00107444412277561,1.97736789286085
"band general nurse",3,0.00014819205690575,9,0.000428245146555006,0.000280053089649256,1.88979824895318
"band acute physiotherapist",2,9.87947046038332e-05,6,0.000285496764370004,0.000186702059766171,1.88979824895318
"clinical support specialist",2,9.87947046038332e-05,6,0.000285496764370004,0.000186702059766171,1.88979824895318
"consultant e",2,9.87947046038332e-05,6,0.000285496764370004,0.000186702059766171,1.88979824895318
"consultant surgeon",2,9.87947046038332e-05,6,0.000285496764370004,0.000186702059766171,1.88979824895318
"dental practice manager",2,9.87947046038332e-05,6,0.000285496764370004,0.000186702059766171,1.88979824895318
"doctor medicine",2,9.87947046038332e-05,6,0.000285496764370004,0.000186702059766171,1.88979824895318
"mental health rmn",2,9.87947046038332e-05,6,0.000285496764370004,0.000186702059766171,1.88979824895318
"nurse rnld",2,9.87947046038332e-05,6,0.000285496764370004,0.000186702059766171,1.88979824895318
